batch_id,drug_name,region,facility_type,manufacture_date,expiry_date,shelf_life_months,arrival_date,days_to_expiry_on_arrival,initial_quantity,avg_daily_consumption,demand_forecast_30d,season_on_arrival,disease_season_flag,quantity_remaining_30d_before_expiry,quantity_wasted,expired_unused,redistribution_done,redistribution_region
BATCH_TN_2023_5280,Chloroquine,Trichy,Private Hospital,2023-10-04,2028-09-07,60,2023-10-29,1775,3319,1.59,47,Northeast Monsoon,0,166,15,0,0,
BATCH_TN_2023_5281,Chloroquine,Vellore,Private Hospital,2023-02-19,2028-01-24,60,2023-03-26,1765,3247,2.3,69,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_5282,Insulin,Madurai,Primary Health Centre,2023-03-07,2024-03-01,12,2023-05-04,302,148,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_5283,Paracetamol,Salem,Primary Health Centre,2023-03-25,2026-03-09,36,2023-04-14,1060,316,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_5284,Amlodipine,Madurai,Private Hospital,2023-04-15,2026-03-30,36,2023-05-14,1051,809,1.01,30,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_5285,Ibuprofen,Salem,Pharmacy,2023-02-17,2026-02-01,36,2023-05-03,1005,223,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_5286,Ondansetron,Trichy,Pharmacy,2024-08-10,2026-07-31,24,2024-10-24,645,1572,2.44,73,Northeast Monsoon,0,232,31,0,0,
BATCH_TN_2024_5287,Artemether,Trichy,Government Hospital,2024-11-16,2026-11-06,24,2025-01-22,653,2586,4.14,124,Winter,0,49,6,0,0,
BATCH_TN_2023_5288,Ciprofloxacin,Trichy,Pharmacy,2023-10-06,2025-09-25,24,2023-11-05,690,1653,2.26,67,Northeast Monsoon,1,314,69,0,0,
BATCH_TN_2024_5289,Ibuprofen,Coimbatore,Pharmacy,2024-04-30,2027-04-15,36,2024-07-04,1015,1956,1.16,34,Southwest Monsoon,0,748,13,0,1,Kanchipuram
BATCH_TN_2023_5290,Amoxicillin,Madurai,Government Hospital,2023-04-21,2025-04-10,24,2023-05-18,693,6179,12.21,366,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_5291,Chloroquine,Salem,Pharmacy,2023-08-18,2028-07-22,60,2023-09-19,1768,562,0.5,15,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2023_5292,Ibuprofen,Kanchipuram,Pharmacy,2023-04-10,2026-03-25,36,2023-05-22,1038,1728,1.24,37,Pre-monsoon,0,598,158,0,0,
BATCH_TN_2024_5293,Ciprofloxacin,Madurai,Primary Health Centre,2024-12-22,2026-12-12,24,2025-01-28,683,403,0.5,15,Winter,1,37,11,0,0,
BATCH_TN_2024_5294,Ciprofloxacin,Vellore,Pharmacy,2024-12-09,2026-11-29,24,2025-02-23,644,1861,2.8,84,Winter,0,0,0,0,0,
BATCH_TN_2023_5295,Amlodipine,Coimbatore,Government Hospital,2023-11-17,2026-11-01,36,2023-12-21,1046,7696,7.53,226,Northeast Monsoon,0,134,15,0,0,
BATCH_TN_2024_5296,Chloroquine,Vellore,Government Hospital,2024-09-26,2029-08-31,60,2024-12-25,1710,7674,4.07,122,Northeast Monsoon,0,1511,13,0,1,Erode
BATCH_TN_2023_5297,Ibuprofen,Trichy,Government Hospital,2023-11-14,2026-10-29,36,2023-12-03,1061,3117,2.49,74,Northeast Monsoon,0,521,117,0,0,
BATCH_TN_2023_5298,Insulin,Kanchipuram,Government Hospital,2023-09-15,2024-09-09,12,2023-10-22,323,5548,13.09,392,Northeast Monsoon,1,1900,86,0,1,Thoothukudi
BATCH_TN_2023_5299,Metformin,Thoothukudi,Pharmacy,2023-01-03,2025-12-18,36,2023-02-21,1031,1187,1.48,44,Winter,0,0,0,0,0,
BATCH_TN_2024_5300,Ciprofloxacin,Salem,Private Hospital,2024-10-08,2026-09-28,24,2025-01-05,631,3514,6.15,184,Winter,1,0,0,0,0,
BATCH_TN_2024_5301,Amoxicillin,Salem,Government Hospital,2024-03-24,2026-03-14,24,2024-05-22,661,5782,4.14,124,Pre-monsoon,0,2961,310,0,1,Erode
BATCH_TN_2024_5302,Omeprazole,Coimbatore,Private Hospital,2024-03-24,2026-03-14,24,2024-04-18,695,1202,1.98,59,Pre-monsoon,0,72,12,0,0,
BATCH_TN_2023_5303,Salbutamol,Coimbatore,Private Hospital,2023-08-13,2025-08-02,24,2023-10-22,650,1940,1.88,56,Northeast Monsoon,0,921,380,0,0,
BATCH_TN_2024_5304,Ciprofloxacin,Kanchipuram,Primary Health Centre,2024-12-09,2026-11-29,24,2025-02-04,663,382,0.5,15,Winter,0,29,8,0,0,
BATCH_TN_2024_5305,Artemether,Vellore,Government Hospital,2024-04-17,2026-04-07,24,2024-05-16,691,3931,4.23,127,Pre-monsoon,0,1526,414,0,0,
BATCH_TN_2023_5306,Metformin,Erode,Private Hospital,2023-02-28,2026-02-12,36,2023-04-28,1021,2312,0.91,27,Pre-monsoon,0,1281,91,0,1,Salem
BATCH_TN_2024_5307,Amoxicillin,Salem,Primary Health Centre,2024-05-01,2026-04-21,24,2024-07-30,630,539,0.5,15,Southwest Monsoon,0,204,89,0,0,
BATCH_TN_2023_5308,Ciprofloxacin,Kanchipuram,Government Hospital,2023-11-10,2025-10-30,24,2023-12-17,683,7764,13.78,413,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2023_5309,Artemether,Vellore,Primary Health Centre,2023-04-24,2025-04-13,24,2023-06-22,661,207,0.5,15,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2023_5310,Insulin,Madurai,Government Hospital,2023-09-22,2024-09-16,12,2023-10-27,325,5001,8.36,250,Northeast Monsoon,1,2569,5,0,1,Vellore
BATCH_TN_2024_5311,Ondansetron,Vellore,Private Hospital,2024-01-05,2025-12-25,24,2024-01-21,704,3340,4.83,144,Winter,0,449,78,0,0,
BATCH_TN_2023_5312,Ibuprofen,Thoothukudi,Government Hospital,2023-08-10,2026-07-25,36,2023-09-06,1053,6974,2.58,77,Southwest Monsoon,0,4044,593,0,1,Salem
BATCH_TN_2023_5313,Ondansetron,Chennai,Private Hospital,2023-07-05,2025-06-24,24,2023-09-22,641,3748,6.16,184,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_5314,Artemether,Coimbatore,Government Hospital,2024-06-12,2026-06-02,24,2024-08-14,657,2337,1.28,38,Southwest Monsoon,1,1592,840,0,0,
BATCH_TN_2024_5315,Paracetamol,Chennai,Private Hospital,2024-10-26,2027-10-11,36,2025-01-06,1008,2982,3.05,91,Winter,1,0,0,0,0,
BATCH_TN_2024_5316,Omeprazole,Vellore,Government Hospital,2024-08-21,2026-08-11,24,2024-09-29,681,5647,9.47,283,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_5317,Ciprofloxacin,Trichy,Government Hospital,2024-02-29,2026-02-18,24,2024-03-23,697,6270,12.0,359,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_5318,Ibuprofen,Trichy,Primary Health Centre,2024-09-23,2027-09-08,36,2024-12-14,998,135,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_5319,Ciprofloxacin,Coimbatore,Pharmacy,2023-08-12,2025-08-01,24,2023-10-05,666,459,0.88,26,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2023_5320,Chloroquine,Erode,Government Hospital,2023-05-25,2028-04-28,60,2023-08-04,1729,4968,2.35,70,Southwest Monsoon,1,535,73,0,0,
BATCH_TN_2023_5321,Metformin,Vellore,Primary Health Centre,2023-10-31,2026-10-15,36,2023-12-27,1023,604,0.58,17,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_5322,Ciprofloxacin,Thoothukudi,Pharmacy,2024-07-11,2026-07-01,24,2024-10-01,638,1592,1.96,58,Northeast Monsoon,1,327,18,0,1,Chennai
BATCH_TN_2023_5323,Amoxicillin,Erode,Government Hospital,2023-10-28,2025-10-17,24,2023-12-01,686,1738,1.89,56,Northeast Monsoon,1,440,3,0,1,Trichy
BATCH_TN_2024_5324,Amlodipine,Chennai,Primary Health Centre,2024-08-13,2027-07-29,36,2024-10-27,1005,518,0.64,19,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_5325,Artemether,Madurai,Primary Health Centre,2024-07-14,2026-07-04,24,2024-09-24,648,446,0.85,25,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2024_5326,Amoxicillin,Madurai,Private Hospital,2024-07-05,2026-06-25,24,2024-08-26,668,2958,2.95,88,Southwest Monsoon,0,1125,404,0,0,
BATCH_TN_2023_5327,Amlodipine,Kanchipuram,Private Hospital,2023-05-13,2026-04-27,36,2023-07-22,1010,2243,1.71,51,Southwest Monsoon,0,510,103,0,0,
BATCH_TN_2024_5328,Salbutamol,Trichy,Government Hospital,2024-04-27,2026-04-17,24,2024-07-10,646,2722,1.51,45,Southwest Monsoon,0,1928,835,0,0,
BATCH_TN_2023_5329,Metformin,Trichy,Primary Health Centre,2023-08-09,2026-07-24,36,2023-11-04,993,668,0.87,26,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_5330,Ondansetron,Chennai,Primary Health Centre,2024-06-15,2026-06-05,24,2024-07-26,679,415,0.51,15,Southwest Monsoon,0,88,19,0,0,
BATCH_TN_2023_5331,Artemether,Madurai,Pharmacy,2023-10-19,2025-10-08,24,2023-12-25,653,838,0.66,19,Northeast Monsoon,0,389,26,0,1,Vellore
BATCH_TN_2023_5332,Metformin,Trichy,Pharmacy,2023-10-18,2026-10-02,36,2023-11-27,1040,312,0.5,15,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_5333,Salbutamol,Salem,Private Hospital,2024-05-19,2026-05-09,24,2024-06-13,695,2505,4.13,123,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_5334,Paracetamol,Thoothukudi,Government Hospital,2024-12-01,2027-11-16,36,2025-02-05,1014,5711,7.44,223,Winter,1,0,0,0,0,
BATCH_TN_2023_5335,Amlodipine,Kanchipuram,Primary Health Centre,2023-05-22,2026-05-06,36,2023-07-05,1036,294,0.5,15,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_5336,Chloroquine,Vellore,Pharmacy,2024-07-06,2029-06-10,60,2024-09-13,1731,779,0.5,15,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2023_5337,Ibuprofen,Vellore,Government Hospital,2023-08-03,2026-07-18,36,2023-09-18,1034,4569,5.18,155,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_5338,Ibuprofen,Erode,Primary Health Centre,2023-11-15,2026-10-30,36,2024-01-06,1028,716,0.5,15,Winter,0,267,97,0,0,
BATCH_TN_2024_5339,Metformin,Thoothukudi,Pharmacy,2024-06-13,2027-05-29,36,2024-08-14,1018,751,0.61,18,Southwest Monsoon,0,178,7,0,1,Trichy
BATCH_TN_2023_5340,Ciprofloxacin,Erode,Pharmacy,2023-11-06,2025-10-26,24,2024-01-01,664,1197,1.54,46,Winter,1,201,48,0,0,
BATCH_TN_2024_5341,Paracetamol,Thoothukudi,Government Hospital,2024-06-19,2027-06-04,36,2024-07-09,1060,6292,6.43,192,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_5342,Paracetamol,Vellore,Pharmacy,2023-03-27,2026-03-11,36,2023-06-07,1008,1957,2.26,67,Southwest Monsoon,0,79,9,0,0,
BATCH_TN_2024_5343,Ondansetron,Thoothukudi,Private Hospital,2024-08-07,2026-07-28,24,2024-09-03,693,1456,2.65,79,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_5344,Amlodipine,Salem,Private Hospital,2023-10-14,2026-09-28,36,2024-01-09,993,2101,2.23,66,Winter,0,254,23,0,0,
BATCH_TN_2024_5345,Ciprofloxacin,Salem,Primary Health Centre,2024-05-29,2026-05-19,24,2024-08-02,655,526,0.98,29,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_5346,Amoxicillin,Chennai,Pharmacy,2024-01-27,2026-01-16,24,2024-04-25,631,629,0.92,27,Pre-monsoon,0,136,6,0,1,Trichy
BATCH_TN_2024_5347,Ibuprofen,Salem,Pharmacy,2024-06-12,2027-05-28,36,2024-07-11,1051,1199,1.14,34,Southwest Monsoon,0,26,3,0,0,
BATCH_TN_2023_5348,Ondansetron,Madurai,Government Hospital,2023-08-02,2025-07-22,24,2023-09-04,687,5648,8.14,244,Southwest Monsoon,0,606,95,0,0,
BATCH_TN_2023_5349,Artemether,Madurai,Pharmacy,2023-03-08,2025-02-25,24,2023-04-09,688,1580,2.8,84,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_5350,Chloroquine,Thoothukudi,Private Hospital,2024-01-06,2028-12-10,60,2024-03-16,1730,3319,0.75,22,Pre-monsoon,0,2222,29,0,1,Tirunelveli
BATCH_TN_2023_5351,Ciprofloxacin,Madurai,Pharmacy,2023-06-28,2025-06-17,24,2023-08-28,659,1934,3.14,94,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_5352,Ibuprofen,Vellore,Pharmacy,2023-02-16,2026-01-31,36,2023-04-27,1010,511,0.67,20,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_5353,Amlodipine,Trichy,Primary Health Centre,2024-05-27,2027-05-12,36,2024-07-10,1036,443,0.5,15,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_5354,Ciprofloxacin,Vellore,Private Hospital,2024-05-17,2026-05-07,24,2024-07-03,673,1519,2.97,89,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_5355,Insulin,Salem,Private Hospital,2023-02-27,2024-02-22,12,2023-04-29,299,1806,3.1,92,Pre-monsoon,0,1029,479,0,0,
BATCH_TN_2024_5356,Salbutamol,Chennai,Primary Health Centre,2024-08-12,2026-08-02,24,2024-09-19,682,574,0.82,24,Southwest Monsoon,0,73,13,0,0,
BATCH_TN_2023_5357,Chloroquine,Erode,Government Hospital,2023-04-20,2028-03-24,60,2023-06-28,1731,1938,1.24,37,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2023_5358,Ciprofloxacin,Erode,Government Hospital,2023-01-18,2025-01-07,24,2023-03-12,667,3794,6.83,204,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_5359,Salbutamol,Chennai,Government Hospital,2023-05-26,2025-05-15,24,2023-06-13,702,7507,9.65,289,Southwest Monsoon,0,912,155,0,0,
BATCH_TN_2024_5360,Insulin,Tirunelveli,Private Hospital,2024-02-18,2025-02-12,12,2024-04-24,294,678,2.54,76,Pre-monsoon,0,40,6,0,0,
BATCH_TN_2024_5361,Amoxicillin,Madurai,Private Hospital,2024-02-27,2026-02-16,24,2024-05-24,633,3159,3.17,95,Pre-monsoon,0,1023,353,0,0,
BATCH_TN_2024_5362,Chloroquine,Coimbatore,Government Hospital,2024-06-23,2029-05-28,60,2024-09-13,1718,1828,1.35,40,Southwest Monsoon,1,0,0,0,0,
BATCH_TN_2024_5363,Paracetamol,Vellore,Primary Health Centre,2024-11-01,2027-10-17,36,2025-01-24,996,752,0.82,24,Winter,1,0,0,0,0,
BATCH_TN_2023_5364,Amlodipine,Erode,Government Hospital,2023-09-14,2026-08-29,36,2023-10-11,1053,4804,3.56,106,Northeast Monsoon,0,1214,51,0,1,Trichy
BATCH_TN_2023_5365,Salbutamol,Thoothukudi,Private Hospital,2023-05-23,2025-05-12,24,2023-07-05,677,2144,2.77,83,Southwest Monsoon,0,201,37,0,0,
BATCH_TN_2024_5366,Ondansetron,Vellore,Pharmacy,2024-07-18,2026-07-08,24,2024-10-01,645,340,0.5,15,Northeast Monsoon,0,78,15,0,0,
BATCH_TN_2023_5367,Ondansetron,Erode,Private Hospital,2023-05-12,2025-05-01,24,2023-08-02,638,3050,4.26,127,Southwest Monsoon,0,502,18,0,1,Thoothukudi
BATCH_TN_2024_5368,Amoxicillin,Trichy,Private Hospital,2024-07-14,2026-07-04,24,2024-10-10,632,2547,2.67,80,Northeast Monsoon,0,808,314,0,0,
BATCH_TN_2023_5369,Amlodipine,Tirunelveli,Pharmacy,2023-10-28,2026-10-12,36,2023-11-19,1058,935,0.94,28,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_5370,Insulin,Erode,Pharmacy,2023-06-27,2024-06-21,12,2023-09-22,273,1667,3.56,106,Southwest Monsoon,0,678,353,0,0,
BATCH_TN_2024_5371,Artemether,Tirunelveli,Private Hospital,2024-02-11,2026-01-31,24,2024-03-12,690,3349,5.91,177,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_5372,Salbutamol,Trichy,Primary Health Centre,2024-05-10,2026-04-30,24,2024-06-15,684,567,1.04,31,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_5373,Metformin,Trichy,Pharmacy,2023-03-18,2026-03-02,36,2023-05-13,1024,400,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_5374,Salbutamol,Thoothukudi,Primary Health Centre,2023-11-11,2025-10-31,24,2023-12-07,694,123,0.5,15,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_5375,Ciprofloxacin,Kanchipuram,Private Hospital,2024-12-15,2026-12-05,24,2025-01-27,677,1264,1.91,57,Winter,1,32,4,0,0,
BATCH_TN_2023_5376,Chloroquine,Tirunelveli,Private Hospital,2023-06-14,2028-05-18,60,2023-08-24,1729,3959,1.4,42,Southwest Monsoon,1,1242,298,0,0,
BATCH_TN_2024_5377,Amoxicillin,Coimbatore,Pharmacy,2024-06-12,2026-06-02,24,2024-06-30,702,631,0.98,29,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2024_5378,Amoxicillin,Thoothukudi,Private Hospital,2024-08-29,2026-08-19,24,2024-11-11,646,2312,3.56,106,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_5379,Amlodipine,Thoothukudi,Government Hospital,2024-03-31,2027-03-16,36,2024-05-24,1026,2853,2.02,60,Pre-monsoon,0,915,271,0,0,
BATCH_TN_2023_5380,Omeprazole,Coimbatore,Primary Health Centre,2023-10-09,2025-09-28,24,2023-12-09,659,267,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_5381,Ibuprofen,Tirunelveli,Private Hospital,2023-11-21,2026-11-05,36,2023-12-20,1051,3153,2.98,89,Northeast Monsoon,0,446,46,0,0,
BATCH_TN_2024_5382,Insulin,Erode,Primary Health Centre,2024-08-18,2025-08-13,12,2024-09-13,334,680,0.96,28,Southwest Monsoon,0,359,3,0,1,Coimbatore
BATCH_TN_2024_5383,Amlodipine,Coimbatore,Pharmacy,2024-10-27,2027-10-12,36,2024-12-15,1031,1839,1.87,56,Northeast Monsoon,0,152,18,0,0,
BATCH_TN_2024_5384,Artemether,Tirunelveli,Government Hospital,2024-02-19,2026-02-08,24,2024-04-10,669,4568,8.21,246,Pre-monsoon,0,66,8,0,0,
BATCH_TN_2024_5385,Ibuprofen,Trichy,Primary Health Centre,2024-08-28,2027-08-13,36,2024-11-05,1011,369,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_5386,Chloroquine,Kanchipuram,Primary Health Centre,2024-02-21,2029-01-25,60,2024-05-13,1718,489,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_5387,Artemether,Chennai,Primary Health Centre,2023-12-03,2025-11-22,24,2023-12-23,700,213,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_5388,Chloroquine,Thoothukudi,Private Hospital,2024-02-24,2029-01-28,60,2024-04-26,1738,2919,1.4,41,Pre-monsoon,0,467,14,0,1,Tirunelveli
BATCH_TN_2024_5389,Insulin,Vellore,Private Hospital,2024-04-06,2025-04-01,12,2024-05-14,322,2231,5.78,173,Pre-monsoon,0,455,130,0,0,
BATCH_TN_2023_5390,Metformin,Thoothukudi,Primary Health Centre,2023-10-05,2026-09-19,36,2023-10-21,1064,594,0.5,15,Northeast Monsoon,1,43,9,0,0,
BATCH_TN_2023_5391,Omeprazole,Chennai,Pharmacy,2023-04-20,2025-04-09,24,2023-07-12,637,400,0.61,18,Southwest Monsoon,0,68,10,0,0,
BATCH_TN_2024_5392,Ondansetron,Salem,Primary Health Centre,2024-12-17,2026-12-07,24,2025-02-23,652,103,0.5,15,Winter,0,0,0,0,0,
BATCH_TN_2023_5393,Metformin,Erode,Private Hospital,2023-02-27,2026-02-11,36,2023-03-30,1049,2698,2.89,86,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_5394,Amlodipine,Madurai,Private Hospital,2024-03-31,2027-03-16,36,2024-04-23,1057,670,0.66,19,Pre-monsoon,0,19,1,0,0,
BATCH_TN_2024_5395,Omeprazole,Chennai,Primary Health Centre,2024-09-16,2026-09-06,24,2024-12-12,633,281,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_5396,Ciprofloxacin,Vellore,Primary Health Centre,2023-09-19,2025-09-08,24,2023-10-06,703,508,0.56,16,Northeast Monsoon,1,106,7,0,1,Trichy
BATCH_TN_2024_5397,Omeprazole,Madurai,Government Hospital,2024-04-19,2026-04-09,24,2024-07-12,636,3247,2.85,85,Southwest Monsoon,0,1474,159,0,1,Trichy
BATCH_TN_2023_5398,Ibuprofen,Erode,Private Hospital,2023-08-20,2026-08-04,36,2023-09-15,1054,726,0.67,19,Southwest Monsoon,0,81,11,0,0,
BATCH_TN_2024_5399,Ciprofloxacin,Trichy,Pharmacy,2024-05-15,2026-05-05,24,2024-06-13,691,567,0.53,16,Southwest Monsoon,1,263,96,0,0,
BATCH_TN_2023_5400,Omeprazole,Tirunelveli,Pharmacy,2023-07-23,2025-07-12,24,2023-08-31,681,1632,2.89,86,Southwest Monsoon,0,27,2,0,0,
BATCH_TN_2024_5401,Artemether,Trichy,Private Hospital,2024-05-15,2026-05-05,24,2024-07-01,673,1383,0.68,20,Southwest Monsoon,1,1005,44,0,1,Madurai
BATCH_TN_2023_5402,Ondansetron,Trichy,Private Hospital,2023-08-23,2025-08-12,24,2023-10-29,653,1599,1.89,56,Northeast Monsoon,0,349,26,0,1,Vellore
BATCH_TN_2024_5403,Ondansetron,Erode,Pharmacy,2024-03-01,2026-02-19,24,2024-04-23,667,1484,1.48,44,Pre-monsoon,0,564,9,0,1,Thoothukudi
BATCH_TN_2023_5404,Omeprazole,Coimbatore,Government Hospital,2023-10-25,2025-10-14,24,2023-12-31,653,5128,10.42,312,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_5405,Amlodipine,Coimbatore,Private Hospital,2023-09-01,2026-08-16,36,2023-09-24,1057,971,0.55,16,Southwest Monsoon,0,389,146,0,0,
BATCH_TN_2023_5406,Amlodipine,Erode,Private Hospital,2023-01-25,2026-01-09,36,2023-03-15,1031,823,0.79,23,Pre-monsoon,0,43,4,0,0,
BATCH_TN_2024_5407,Amlodipine,Coimbatore,Government Hospital,2024-05-12,2027-04-27,36,2024-06-24,1037,6102,5.37,161,Southwest Monsoon,0,553,77,0,0,
BATCH_TN_2024_5408,Amoxicillin,Coimbatore,Pharmacy,2024-02-09,2026-01-29,24,2024-04-23,646,681,1.43,42,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2023_5409,Salbutamol,Tirunelveli,Government Hospital,2023-03-31,2025-03-20,24,2023-05-03,687,4273,1.99,59,Pre-monsoon,0,2797,1772,0,0,
BATCH_TN_2023_5410,Insulin,Tirunelveli,Private Hospital,2023-11-27,2024-11-21,12,2023-12-29,328,2107,8.38,251,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_5411,Insulin,Chennai,Government Hospital,2023-01-07,2024-01-02,12,2023-02-18,318,4635,17.43,522,Winter,0,0,0,0,0,
BATCH_TN_2024_5412,Artemether,Kanchipuram,Primary Health Centre,2024-02-04,2026-01-24,24,2024-02-23,701,349,0.5,15,Winter,0,0,0,0,0,
BATCH_TN_2024_5413,Insulin,Coimbatore,Primary Health Centre,2024-08-04,2025-07-30,12,2024-10-12,291,156,0.5,15,Northeast Monsoon,1,24,1,0,1,Salem
BATCH_TN_2024_5414,Metformin,Erode,Private Hospital,2024-11-10,2027-10-26,36,2025-01-17,1012,3360,2.34,70,Winter,0,1134,97,0,1,Chennai
BATCH_TN_2024_5415,Ondansetron,Kanchipuram,Government Hospital,2024-07-31,2026-07-21,24,2024-09-17,672,5985,9.56,286,Southwest Monsoon,0,0,0,0,0,
BATCH_TN_2023_5416,Salbutamol,Chennai,Private Hospital,2023-01-01,2024-12-21,24,2023-02-02,688,3567,2.39,71,Winter,1,1832,894,0,0,
BATCH_TN_2023_5417,Chloroquine,Madurai,Primary Health Centre,2023-09-22,2028-08-26,60,2023-11-21,1740,590,0.5,15,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2024_5418,Amoxicillin,Salem,Government Hospital,2024-11-03,2026-10-24,24,2024-12-28,665,5816,8.88,266,Northeast Monsoon,1,0,0,0,0,
BATCH_TN_2024_5419,Insulin,Thoothukudi,Private Hospital,2024-11-13,2025-11-08,12,2024-12-24,319,2748,8.2,245,Northeast Monsoon,0,144,23,0,0,
BATCH_TN_2023_5420,Chloroquine,Trichy,Pharmacy,2023-06-27,2028-05-31,60,2023-08-29,1737,1645,0.52,15,Southwest Monsoon,1,860,11,0,1,Kanchipuram
BATCH_TN_2024_5421,Ondansetron,Chennai,Private Hospital,2024-11-11,2026-11-01,24,2025-01-17,653,1310,0.95,28,Winter,0,694,307,0,0,
BATCH_TN_2023_5422,Paracetamol,Madurai,Pharmacy,2023-02-20,2026-02-04,36,2023-03-23,1049,1356,0.92,27,Pre-monsoon,0,482,15,0,1,Kanchipuram
BATCH_TN_2023_5423,Amlodipine,Salem,Pharmacy,2023-10-14,2026-09-28,36,2023-12-28,1005,1629,1.75,52,Northeast Monsoon,0,0,0,0,0,
BATCH_TN_2023_5424,Ciprofloxacin,Chennai,Pharmacy,2023-09-21,2025-09-10,24,2023-11-29,651,1462,1.02,30,Northeast Monsoon,1,800,84,0,1,Trichy
BATCH_TN_2023_5425,Omeprazole,Vellore,Primary Health Centre,2023-02-15,2025-02-04,24,2023-03-28,679,749,0.67,20,Pre-monsoon,0,364,132,0,0,
BATCH_TN_2023_5426,Amoxicillin,Chennai,Government Hospital,2023-11-10,2025-10-30,24,2023-12-21,679,6843,9.32,279,Northeast Monsoon,1,499,99,0,0,
BATCH_TN_2024_5427,Ibuprofen,Erode,Private Hospital,2024-06-26,2027-06-11,36,2024-09-23,991,2581,1.58,47,Southwest Monsoon,0,1067,309,0,0,
BATCH_TN_2023_5428,Metformin,Madurai,Private Hospital,2023-02-22,2026-02-06,36,2023-04-27,1016,1343,1.33,39,Pre-monsoon,0,126,11,0,0,
BATCH_TN_2024_5429,Chloroquine,Tirunelveli,Primary Health Centre,2024-12-29,2029-12-03,60,2025-01-29,1769,697,0.5,15,Winter,0,0,0,0,0,
BATCH_TN_2023_5430,Ibuprofen,Tirunelveli,Primary Health Centre,2023-10-25,2026-10-09,36,2023-11-12,1062,666,0.5,15,Northeast Monsoon,0,157,41,0,0,
BATCH_TN_2023_5431,Insulin,Vellore,Private Hospital,2023-09-29,2024-09-23,12,2023-11-02,326,2234,3.34,100,Northeast Monsoon,1,1188,65,0,1,Trichy
BATCH_TN_2024_5432,Salbutamol,Kanchipuram,Private Hospital,2024-02-08,2026-01-28,24,2024-04-03,665,673,1.22,36,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_5433,Ciprofloxacin,Erode,Primary Health Centre,2024-02-03,2026-01-23,24,2024-03-04,690,202,0.5,15,Pre-monsoon,0,0,0,0,0,
BATCH_TN_2024_5434,Ibuprofen,Tirunelveli,Private Hospital,2024-04-13,2027-03-29,36,2024-06-04,1028,2728,0.94,28,Southwest Monsoon,0,1839,738,0,0,
