region,lat,lng,drug_name,facility_type,month,year,season,disease_season_flag,population_est,facility_count,disease_prevalence_index,total_quantity_demanded,total_quantity_supplied,supply_gap,demand_per_capita,demand_score
Salem,11.6643,78.146,Artemether,Primary Health Centre,11,2024,Northeast Monsoon,0,900000,130,0.2721,724,661,0.087,0.000804,0.0272
Salem,11.6643,78.146,Artemether,Primary Health Centre,12,2024,Northeast Monsoon,0,900000,130,0.1377,695,629,0.095,0.000772,0.026
Salem,11.6643,78.146,Artemether,Pharmacy,1,2023,Winter,0,900000,130,0.2165,1981,1862,0.0601,0.002201,0.08
Salem,11.6643,78.146,Artemether,Pharmacy,2,2023,Winter,0,900000,130,0.1364,3051,2911,0.0459,0.00339,0.125
Salem,11.6643,78.146,Artemether,Pharmacy,3,2023,Pre-monsoon,0,900000,130,0.3387,2941,2931,0.0034,0.003268,0.1203
Salem,11.6643,78.146,Artemether,Pharmacy,4,2023,Pre-monsoon,0,900000,130,0.0624,1381,1273,0.0782,0.001534,0.0548
Salem,11.6643,78.146,Artemether,Pharmacy,5,2023,Pre-monsoon,0,900000,130,0.1332,3415,3019,0.116,0.003794,0.1402
Salem,11.6643,78.146,Artemether,Pharmacy,6,2023,Southwest Monsoon,1,900000,130,0.1759,2908,2631,0.0953,0.003231,0.1189
Salem,11.6643,78.146,Artemether,Pharmacy,7,2023,Southwest Monsoon,1,900000,130,0.5743,6763,5870,0.132,0.007514,0.2809
Salem,11.6643,78.146,Artemether,Pharmacy,8,2023,Southwest Monsoon,1,900000,130,0.6402,7421,6933,0.0658,0.008246,0.3086
Salem,11.6643,78.146,Artemether,Pharmacy,9,2023,Southwest Monsoon,1,900000,130,0.4852,4751,4357,0.0829,0.005279,0.1964
Salem,11.6643,78.146,Artemether,Pharmacy,10,2023,Northeast Monsoon,0,900000,130,0.3016,766,663,0.1345,0.000851,0.0289
Salem,11.6643,78.146,Artemether,Pharmacy,11,2023,Northeast Monsoon,0,900000,130,0.2548,4881,4853,0.0057,0.005423,0.2018
Salem,11.6643,78.146,Artemether,Pharmacy,12,2023,Northeast Monsoon,0,900000,130,0.1633,2396,2149,0.1031,0.002662,0.0974
Salem,11.6643,78.146,Artemether,Pharmacy,2,2024,Winter,0,900000,130,0.099,1289,1166,0.0954,0.001432,0.0509
Salem,11.6643,78.146,Artemether,Pharmacy,3,2024,Pre-monsoon,0,900000,130,0.1823,1941,1696,0.1262,0.002157,0.0783
Salem,11.6643,78.146,Artemether,Pharmacy,4,2024,Pre-monsoon,0,900000,130,0.2756,2504,2227,0.1106,0.002782,0.102
Salem,11.6643,78.146,Artemether,Pharmacy,5,2024,Pre-monsoon,0,900000,130,0.3208,2069,1931,0.0667,0.002299,0.0837
Salem,11.6643,78.146,Artemether,Pharmacy,7,2024,Southwest Monsoon,1,900000,130,0.4293,8245,8126,0.0144,0.009161,0.3432
Salem,11.6643,78.146,Artemether,Pharmacy,8,2024,Southwest Monsoon,1,900000,130,0.8036,2182,1989,0.0885,0.002424,0.0884
Salem,11.6643,78.146,Artemether,Pharmacy,9,2024,Southwest Monsoon,1,900000,130,0.356,8486,8289,0.0232,0.009429,0.3533
Salem,11.6643,78.146,Artemether,Pharmacy,10,2024,Northeast Monsoon,0,900000,130,0.1327,980,845,0.1378,0.001089,0.0379
Salem,11.6643,78.146,Artemether,Pharmacy,11,2024,Northeast Monsoon,0,900000,130,0.0625,3804,3518,0.0752,0.004227,0.1566
Salem,11.6643,78.146,Artemether,Pharmacy,12,2024,Northeast Monsoon,0,900000,130,0.1076,1818,1853,0.0,0.00202,0.0731
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,1,2023,Winter,1,900000,130,0.3035,3778,3344,0.1149,0.004198,0.1555
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,3,2023,Pre-monsoon,0,900000,130,0.1466,3807,3484,0.0848,0.00423,0.1567
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,4,2023,Pre-monsoon,0,900000,130,0.3484,3638,3199,0.1207,0.004042,0.1496
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,5,2023,Pre-monsoon,1,900000,130,0.2002,4476,4331,0.0324,0.004973,0.1848
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,7,2023,Southwest Monsoon,0,900000,130,0.072,3317,3189,0.0386,0.003686,0.1361
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,8,2023,Southwest Monsoon,0,900000,130,0.123,3866,3370,0.1283,0.004296,0.1592
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,9,2023,Southwest Monsoon,0,900000,130,0.1952,3191,3192,0.0,0.003546,0.1308
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,10,2023,Northeast Monsoon,1,900000,130,0.4947,5462,4845,0.113,0.006069,0.2263
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,11,2023,Northeast Monsoon,1,900000,130,0.4092,6610,5630,0.1483,0.007344,0.2745
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,12,2023,Northeast Monsoon,1,900000,130,0.21,5158,4797,0.07,0.005731,0.2135
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,1,2024,Winter,1,900000,130,0.3724,4769,4179,0.1237,0.005299,0.1971
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,2,2024,Winter,0,900000,130,0.2612,3498,3506,0.0,0.003887,0.1437
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,3,2024,Pre-monsoon,0,900000,130,0.3223,2983,2638,0.1157,0.003314,0.1221
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,4,2024,Pre-monsoon,0,900000,130,0.2105,4286,4017,0.0628,0.004762,0.1768
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,5,2024,Pre-monsoon,1,900000,130,0.154,4861,4626,0.0483,0.005401,0.201
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,6,2024,Southwest Monsoon,1,900000,130,0.3407,4540,4540,0.0,0.005044,0.1875
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,7,2024,Southwest Monsoon,0,900000,130,0.1162,2760,2362,0.1442,0.003067,0.1127
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,9,2024,Southwest Monsoon,0,900000,130,0.2487,3566,3296,0.0757,0.003962,0.1466
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,10,2024,Northeast Monsoon,1,900000,130,0.2859,4380,4265,0.0263,0.004867,0.1808
Salem,11.6643,78.146,Ciprofloxacin,Government Hospital,11,2024,Northeast Monsoon,1,900000,130,0.3707,5143,4585,0.1085,0.005714,0.2128
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,1,2023,Winter,1,900000,130,0.5154,2748,2692,0.0204,0.003053,0.1122
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,2,2023,Winter,0,900000,130,0.0522,1904,1694,0.1103,0.002116,0.0768
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,3,2023,Pre-monsoon,0,900000,130,0.1219,2239,1941,0.1331,0.002488,0.0908
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,4,2023,Pre-monsoon,0,900000,130,0.314,1576,1501,0.0476,0.001751,0.063
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,5,2023,Pre-monsoon,1,900000,130,0.3814,2161,2018,0.0662,0.002401,0.0876
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,6,2023,Southwest Monsoon,1,900000,130,0.1093,2314,2016,0.1288,0.002571,0.094
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,7,2023,Southwest Monsoon,0,900000,130,0.2922,1425,1398,0.0189,0.001583,0.0566
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,8,2023,Southwest Monsoon,0,900000,130,0.241,2140,2027,0.0528,0.002378,0.0867
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,10,2023,Northeast Monsoon,1,900000,130,0.1305,2802,2752,0.0178,0.003113,0.1145
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,11,2023,Northeast Monsoon,1,900000,130,0.2867,3163,2839,0.1024,0.003514,0.1297
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,12,2023,Northeast Monsoon,1,900000,130,0.4026,2727,2739,0.0,0.00303,0.1113
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,1,2024,Winter,1,900000,130,0.1222,2635,2317,0.1207,0.002928,0.1075
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,2,2024,Winter,0,900000,130,0.1145,1693,1507,0.1099,0.001881,0.0679
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,3,2024,Pre-monsoon,0,900000,130,0.1599,1699,1673,0.0153,0.001888,0.0681
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,4,2024,Pre-monsoon,0,900000,130,0.2076,1369,1225,0.1052,0.001521,0.0543
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,5,2024,Pre-monsoon,1,900000,130,0.0864,2779,2373,0.1461,0.003088,0.1135
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,6,2024,Southwest Monsoon,1,900000,130,0.2546,2657,2456,0.0756,0.002952,0.1084
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,7,2024,Southwest Monsoon,0,900000,130,0.1375,1982,1791,0.0964,0.002202,0.08
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,8,2024,Southwest Monsoon,0,900000,130,0.1592,1808,1744,0.0354,0.002009,0.0727
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,9,2024,Southwest Monsoon,0,900000,130,0.3436,1739,1490,0.1432,0.001932,0.0698
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,10,2024,Northeast Monsoon,1,900000,130,0.2132,2324,2292,0.0138,0.002582,0.0944
Salem,11.6643,78.146,Ciprofloxacin,Private Hospital,11,2024,Northeast Monsoon,1,900000,130,0.076,2702,2562,0.0518,0.003002,0.1103
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,1,2023,Winter,1,900000,130,0.3569,730,705,0.0342,0.000811,0.0274
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,2,2023,Winter,0,900000,130,0.1413,595,599,0.0,0.000661,0.0218
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,3,2023,Pre-monsoon,0,900000,130,0.1062,608,562,0.0757,0.000676,0.0223
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,4,2023,Pre-monsoon,0,900000,130,0.1614,524,472,0.0992,0.000582,0.0188
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,5,2023,Pre-monsoon,1,900000,130,0.1674,804,759,0.056,0.000893,0.0305
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,6,2023,Southwest Monsoon,1,900000,130,0.4443,912,871,0.045,0.001013,0.0351
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,7,2023,Southwest Monsoon,0,900000,130,0.0823,488,426,0.127,0.000542,0.0173
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,8,2023,Southwest Monsoon,0,900000,130,0.2121,618,611,0.0113,0.000687,0.0227
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,9,2023,Southwest Monsoon,0,900000,130,0.2913,509,499,0.0196,0.000566,0.0182
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,10,2023,Northeast Monsoon,1,900000,130,0.2696,1022,996,0.0254,0.001136,0.0397
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,11,2023,Northeast Monsoon,1,900000,130,0.3022,1191,1174,0.0143,0.001323,0.0468
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,12,2023,Northeast Monsoon,1,900000,130,0.2444,768,723,0.0586,0.000853,0.029
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,2,2024,Winter,0,900000,130,0.1647,523,467,0.1071,0.000581,0.0187
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,3,2024,Pre-monsoon,0,900000,130,0.1318,679,647,0.0471,0.000754,0.0253
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,4,2024,Pre-monsoon,0,900000,130,0.2293,476,440,0.0756,0.000529,0.0168
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,5,2024,Pre-monsoon,1,900000,130,0.2563,945,814,0.1386,0.00105,0.0365
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,6,2024,Southwest Monsoon,1,900000,130,0.1809,766,699,0.0875,0.000851,0.0289
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,7,2024,Southwest Monsoon,0,900000,130,0.2948,569,544,0.0439,0.000632,0.0207
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,8,2024,Southwest Monsoon,0,900000,130,0.1577,497,441,0.1127,0.000552,0.0176
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,9,2024,Southwest Monsoon,0,900000,130,0.0792,660,659,0.0015,0.000733,0.0245
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,10,2024,Northeast Monsoon,1,900000,130,0.1319,771,702,0.0895,0.000857,0.0292
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,11,2024,Northeast Monsoon,1,900000,130,0.1588,955,951,0.0042,0.001061,0.0369
Salem,11.6643,78.146,Ciprofloxacin,Primary Health Centre,12,2024,Northeast Monsoon,1,900000,130,0.4289,836,848,0.0,0.000929,0.0319
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,1,2023,Winter,1,900000,130,0.4868,833,816,0.0204,0.000926,0.0318
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,3,2023,Pre-monsoon,0,900000,130,0.1449,3719,3291,0.1151,0.004132,0.153
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,5,2023,Pre-monsoon,1,900000,130,0.0831,4846,4537,0.0638,0.005384,0.2004
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,6,2023,Southwest Monsoon,1,900000,130,0.304,654,640,0.0214,0.000727,0.0242
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,7,2023,Southwest Monsoon,0,900000,130,0.0722,3790,3427,0.0958,0.004211,0.156
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,8,2023,Southwest Monsoon,0,900000,130,0.3137,3148,2750,0.1264,0.003498,0.129
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,9,2023,Southwest Monsoon,0,900000,130,0.1192,2922,2767,0.053,0.003247,0.1195
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,10,2023,Northeast Monsoon,1,900000,130,0.1558,7623,6893,0.0958,0.00847,0.317
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,11,2023,Northeast Monsoon,1,900000,130,0.3125,4105,4043,0.0151,0.004561,0.1692
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,12,2023,Northeast Monsoon,1,900000,130,0.2731,5385,4716,0.1242,0.005983,0.223
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,1,2024,Winter,1,900000,130,0.1992,1429,1410,0.0133,0.001588,0.0568
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,2,2024,Winter,0,900000,130,0.3144,4309,4200,0.0253,0.004788,0.1778
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,3,2024,Pre-monsoon,0,900000,130,0.1979,3901,3833,0.0174,0.004334,0.1607
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,4,2024,Pre-monsoon,0,900000,130,0.1393,1621,1414,0.1277,0.001801,0.0649
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,5,2024,Pre-monsoon,1,900000,130,0.2436,2723,2562,0.0591,0.003026,0.1112
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,6,2024,Southwest Monsoon,1,900000,130,0.4249,4004,3914,0.0225,0.004449,0.165
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,8,2024,Southwest Monsoon,0,900000,130,0.0854,3057,2901,0.051,0.003397,0.1252
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,10,2024,Northeast Monsoon,1,900000,130,0.4879,3221,3251,0.0,0.003579,0.1321
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,11,2024,Northeast Monsoon,1,900000,130,0.1824,907,801,0.1169,0.001008,0.0349
Salem,11.6643,78.146,Ciprofloxacin,Pharmacy,12,2024,Northeast Monsoon,1,900000,130,0.3147,6511,6637,0.0,0.007234,0.2703
Salem,11.6643,78.146,Insulin,Government Hospital,1,2023,Winter,0,900000,130,0.0655,1579,1598,0.0,0.001754,0.0631
Salem,11.6643,78.146,Insulin,Government Hospital,2,2023,Winter,0,900000,130,0.0698,1146,1099,0.041,0.001273,0.0449
Salem,11.6643,78.146,Insulin,Government Hospital,4,2023,Pre-monsoon,0,900000,130,0.0618,1272,1107,0.1297,0.001413,0.0502
Salem,11.6643,78.146,Insulin,Government Hospital,5,2023,Pre-monsoon,0,900000,130,0.2926,844,751,0.1102,0.000938,0.0322
Salem,11.6643,78.146,Insulin,Government Hospital,6,2023,Southwest Monsoon,0,900000,130,0.1845,1044,921,0.1178,0.00116,0.0406
Salem,11.6643,78.146,Insulin,Government Hospital,7,2023,Southwest Monsoon,0,900000,130,0.305,1057,1058,0.0,0.001174,0.0412
Salem,11.6643,78.146,Insulin,Government Hospital,8,2023,Southwest Monsoon,0,900000,130,0.3223,1422,1241,0.1273,0.00158,0.0565
Salem,11.6643,78.146,Insulin,Government Hospital,9,2023,Southwest Monsoon,0,900000,130,0.1039,1431,1324,0.0748,0.00159,0.0569
Salem,11.6643,78.146,Insulin,Government Hospital,11,2023,Northeast Monsoon,1,900000,130,0.2389,1991,1971,0.01,0.002212,0.0804
Salem,11.6643,78.146,Insulin,Government Hospital,12,2023,Northeast Monsoon,0,900000,130,0.1554,1234,1099,0.1094,0.001371,0.0486
Salem,11.6643,78.146,Insulin,Government Hospital,1,2024,Winter,0,900000,130,0.3435,1494,1289,0.1372,0.00166,0.0595
Salem,11.6643,78.146,Insulin,Government Hospital,2,2024,Winter,0,900000,130,0.1359,1267,1087,0.1421,0.001408,0.05
Salem,11.6643,78.146,Insulin,Government Hospital,3,2024,Pre-monsoon,0,900000,130,0.28,1276,1225,0.04,0.001418,0.0504
Salem,11.6643,78.146,Insulin,Government Hospital,4,2024,Pre-monsoon,0,900000,130,0.2144,1215,1155,0.0494,0.00135,0.0478
Salem,11.6643,78.146,Insulin,Government Hospital,5,2024,Pre-monsoon,0,900000,130,0.0557,1395,1220,0.1254,0.00155,0.0554
Salem,11.6643,78.146,Insulin,Government Hospital,6,2024,Southwest Monsoon,0,900000,130,0.2042,1186,1186,0.0,0.001318,0.0466
Salem,11.6643,78.146,Insulin,Government Hospital,7,2024,Southwest Monsoon,0,900000,130,0.3362,1451,1270,0.1247,0.001612,0.0577
Salem,11.6643,78.146,Insulin,Government Hospital,8,2024,Southwest Monsoon,0,900000,130,0.155,1051,900,0.1437,0.001168,0.0409
Salem,11.6643,78.146,Insulin,Government Hospital,9,2024,Southwest Monsoon,0,900000,130,0.3284,1057,1062,0.0,0.001174,0.0412
Salem,11.6643,78.146,Insulin,Government Hospital,10,2024,Northeast Monsoon,1,900000,130,0.3947,1954,1921,0.0169,0.002171,0.0789
Salem,11.6643,78.146,Insulin,Government Hospital,11,2024,Northeast Monsoon,1,900000,130,0.2069,1748,1624,0.0709,0.001942,0.0702
Salem,11.6643,78.146,Insulin,Private Hospital,1,2023,Winter,0,900000,130,0.251,3620,3642,0.0,0.004022,0.1489
Salem,11.6643,78.146,Insulin,Private Hospital,2,2023,Winter,0,900000,130,0.2318,2903,2667,0.0813,0.003226,0.1187
Salem,11.6643,78.146,Insulin,Private Hospital,3,2023,Pre-monsoon,0,900000,130,0.2507,3098,2954,0.0465,0.003442,0.1269
Salem,11.6643,78.146,Insulin,Private Hospital,4,2023,Pre-monsoon,0,900000,130,0.1948,3864,3823,0.0106,0.004293,0.1591
Salem,11.6643,78.146,Insulin,Private Hospital,5,2023,Pre-monsoon,0,900000,130,0.075,3931,3630,0.0766,0.004368,0.1619
Salem,11.6643,78.146,Insulin,Private Hospital,6,2023,Southwest Monsoon,0,900000,130,0.1253,3947,3908,0.0099,0.004386,0.1626
Salem,11.6643,78.146,Insulin,Private Hospital,7,2023,Southwest Monsoon,0,900000,130,0.1958,3058,3037,0.0069,0.003398,0.1252
Salem,11.6643,78.146,Insulin,Private Hospital,8,2023,Southwest Monsoon,0,900000,130,0.3448,3783,3557,0.0597,0.004203,0.1557
Salem,11.6643,78.146,Insulin,Private Hospital,9,2023,Southwest Monsoon,0,900000,130,0.2682,2739,2360,0.1384,0.003043,0.1118
Salem,11.6643,78.146,Insulin,Private Hospital,10,2023,Northeast Monsoon,1,900000,130,0.3653,3862,3809,0.0137,0.004291,0.159
Salem,11.6643,78.146,Insulin,Private Hospital,11,2023,Northeast Monsoon,1,900000,130,0.1759,2894,2710,0.0636,0.003216,0.1184
Salem,11.6643,78.146,Insulin,Private Hospital,12,2023,Northeast Monsoon,0,900000,130,0.1518,3995,4009,0.0,0.004439,0.1646
Salem,11.6643,78.146,Insulin,Private Hospital,1,2024,Winter,0,900000,130,0.0958,2780,2604,0.0633,0.003089,0.1136
Salem,11.6643,78.146,Insulin,Private Hospital,2,2024,Winter,0,900000,130,0.124,3133,2779,0.113,0.003481,0.1284
Salem,11.6643,78.146,Insulin,Private Hospital,3,2024,Pre-monsoon,0,900000,130,0.3317,2757,2607,0.0544,0.003063,0.1126
Salem,11.6643,78.146,Insulin,Private Hospital,4,2024,Pre-monsoon,0,900000,130,0.1254,3527,3510,0.0048,0.003919,0.145
Salem,11.6643,78.146,Insulin,Private Hospital,5,2024,Pre-monsoon,0,900000,130,0.1442,3014,2710,0.1009,0.003349,0.1234
Salem,11.6643,78.146,Insulin,Private Hospital,6,2024,Southwest Monsoon,0,900000,130,0.2159,2568,2360,0.081,0.002853,0.1047
Salem,11.6643,78.146,Insulin,Private Hospital,9,2024,Southwest Monsoon,0,900000,130,0.3493,2792,2646,0.0523,0.003102,0.1141
Salem,11.6643,78.146,Insulin,Private Hospital,10,2024,Northeast Monsoon,1,900000,130,0.1344,3058,3093,0.0,0.003398,0.1252
Salem,11.6643,78.146,Insulin,Private Hospital,11,2024,Northeast Monsoon,1,900000,130,0.1227,3516,3121,0.1123,0.003907,0.1445
Salem,11.6643,78.146,Insulin,Private Hospital,12,2024,Northeast Monsoon,0,900000,130,0.0882,3279,2946,0.1016,0.003643,0.1345
Salem,11.6643,78.146,Insulin,Primary Health Centre,1,2023,Winter,0,900000,130,0.309,362,320,0.116,0.000402,0.012
Salem,11.6643,78.146,Insulin,Primary Health Centre,2,2023,Winter,0,900000,130,0.1286,399,366,0.0827,0.000443,0.0135
Salem,11.6643,78.146,Insulin,Primary Health Centre,4,2023,Pre-monsoon,0,900000,130,0.3137,472,468,0.0085,0.000524,0.0166
Salem,11.6643,78.146,Insulin,Primary Health Centre,6,2023,Southwest Monsoon,0,900000,130,0.2413,655,617,0.058,0.000728,0.0243
Salem,11.6643,78.146,Insulin,Primary Health Centre,7,2023,Southwest Monsoon,0,900000,130,0.0979,447,432,0.0336,0.000497,0.0155
Salem,11.6643,78.146,Insulin,Primary Health Centre,8,2023,Southwest Monsoon,0,900000,130,0.183,556,499,0.1025,0.000618,0.0201
Salem,11.6643,78.146,Insulin,Primary Health Centre,9,2023,Southwest Monsoon,0,900000,130,0.0936,571,513,0.1016,0.000634,0.0208
Salem,11.6643,78.146,Insulin,Primary Health Centre,10,2023,Northeast Monsoon,1,900000,130,0.1907,654,566,0.1346,0.000727,0.0242
Salem,11.6643,78.146,Insulin,Primary Health Centre,11,2023,Northeast Monsoon,1,900000,130,0.478,557,559,0.0,0.000619,0.0202
Salem,11.6643,78.146,Insulin,Primary Health Centre,12,2023,Northeast Monsoon,0,900000,130,0.0986,513,495,0.0351,0.00057,0.0183
Salem,11.6643,78.146,Insulin,Primary Health Centre,1,2024,Winter,0,900000,130,0.3262,500,465,0.07,0.000556,0.0178
Salem,11.6643,78.146,Insulin,Primary Health Centre,2,2024,Winter,0,900000,130,0.1582,480,481,0.0,0.000533,0.0169
Salem,11.6643,78.146,Insulin,Primary Health Centre,3,2024,Pre-monsoon,0,900000,130,0.3179,548,545,0.0055,0.000609,0.0198
Salem,11.6643,78.146,Insulin,Primary Health Centre,4,2024,Pre-monsoon,0,900000,130,0.3452,456,414,0.0921,0.000507,0.0159
Salem,11.6643,78.146,Insulin,Primary Health Centre,5,2024,Pre-monsoon,0,900000,130,0.2215,425,369,0.1318,0.000472,0.0146
Salem,11.6643,78.146,Insulin,Primary Health Centre,6,2024,Southwest Monsoon,0,900000,130,0.2455,522,471,0.0977,0.00058,0.0187
Salem,11.6643,78.146,Insulin,Primary Health Centre,7,2024,Southwest Monsoon,0,900000,130,0.3282,543,549,0.0,0.000603,0.0196
Salem,11.6643,78.146,Insulin,Primary Health Centre,9,2024,Southwest Monsoon,0,900000,130,0.3283,585,515,0.1197,0.00065,0.0213
Salem,11.6643,78.146,Insulin,Primary Health Centre,10,2024,Northeast Monsoon,1,900000,130,0.244,528,522,0.0114,0.000587,0.0189
Salem,11.6643,78.146,Insulin,Primary Health Centre,11,2024,Northeast Monsoon,1,900000,130,0.2961,656,652,0.0061,0.000729,0.0243
Salem,11.6643,78.146,Insulin,Primary Health Centre,12,2024,Northeast Monsoon,0,900000,130,0.2357,494,428,0.1336,0.000549,0.0175
Salem,11.6643,78.146,Insulin,Pharmacy,1,2023,Winter,0,900000,130,0.2724,1413,1244,0.1196,0.00157,0.0561
Salem,11.6643,78.146,Insulin,Pharmacy,2,2023,Winter,0,900000,130,0.3423,1430,1364,0.0462,0.001589,0.0568
Salem,11.6643,78.146,Insulin,Pharmacy,4,2023,Pre-monsoon,0,900000,130,0.214,1363,1356,0.0051,0.001514,0.054
Salem,11.6643,78.146,Insulin,Pharmacy,6,2023,Southwest Monsoon,0,900000,130,0.2848,1665,1658,0.0042,0.00185,0.0667
Salem,11.6643,78.146,Insulin,Pharmacy,7,2023,Southwest Monsoon,0,900000,130,0.1198,1584,1414,0.1073,0.00176,0.0633
Salem,11.6643,78.146,Insulin,Pharmacy,8,2023,Southwest Monsoon,0,900000,130,0.3114,1674,1524,0.0896,0.00186,0.0671
Salem,11.6643,78.146,Insulin,Pharmacy,9,2023,Southwest Monsoon,0,900000,130,0.1234,2156,1885,0.1257,0.002396,0.0873
Salem,11.6643,78.146,Insulin,Pharmacy,10,2023,Northeast Monsoon,1,900000,130,0.2735,1861,1663,0.1064,0.002068,0.075
Salem,11.6643,78.146,Insulin,Pharmacy,11,2023,Northeast Monsoon,1,900000,130,0.3235,1820,1644,0.0967,0.002022,0.0732
Salem,11.6643,78.146,Insulin,Pharmacy,12,2023,Northeast Monsoon,0,900000,130,0.0678,1386,1236,0.1082,0.00154,0.055
Salem,11.6643,78.146,Insulin,Pharmacy,1,2024,Winter,0,900000,130,0.239,1570,1511,0.0376,0.001744,0.0627
Salem,11.6643,78.146,Insulin,Pharmacy,2,2024,Winter,0,900000,130,0.2296,1158,1010,0.1278,0.001287,0.0454
Salem,11.6643,78.146,Insulin,Pharmacy,3,2024,Pre-monsoon,0,900000,130,0.3056,1568,1445,0.0784,0.001742,0.0626
Salem,11.6643,78.146,Insulin,Pharmacy,4,2024,Pre-monsoon,0,900000,130,0.2551,1960,1711,0.127,0.002178,0.0791
Salem,11.6643,78.146,Insulin,Pharmacy,5,2024,Pre-monsoon,0,900000,130,0.2244,1598,1358,0.1502,0.001776,0.0639
Salem,11.6643,78.146,Insulin,Pharmacy,6,2024,Southwest Monsoon,0,900000,130,0.1198,1494,1406,0.0589,0.00166,0.0595
